country,year,coal_production,coal_prod_per_capita,coal_prod_change_twh
Indonesia,1943,0.0,0.0,0.0
Indonesia,1944,0.0,0.0,0.0
Indonesia,1945,0.0,0.0,0.0
Indonesia,1946,1.278,19.556,1.278
Indonesia,1947,1.815,27.412,0.537
Indonesia,1948,4.396,65.359,2.581
Indonesia,1949,5.389,78.786,0.993
Indonesia,1950,6.545,94.086,1.156
Indonesia,1951,7.066,99.499,0.521
Indonesia,1952,7.889,108.702,0.822
Indonesia,1953,7.302,98.406,-0.586
Indonesia,1954,7.327,96.501,0.024
Indonesia,1955,6.627,85.241,-0.7
Indonesia,1956,6.741,84.617,0.114
Indonesia,1957,5.837,71.453,-0.904
Indonesia,1958,4.909,58.567,-0.928
Indonesia,1959,5.194,60.361,0.285
Indonesia,1960,5.357,60.609,0.163
Indonesia,1961,4.469,49.213,-0.887
Indonesia,1962,3.843,41.165,-0.627
Indonesia,1963,4.811,50.138,0.969
Indonesia,1964,3.647,36.961,-1.164
Indonesia,1965,2.206,21.81,-1.441
Indonesia,1966,2.605,25.155,0.399
Indonesia,1967,1.685,15.859,-0.92
Indonesia,1968,1.433,13.128,-0.252
Indonesia,1969,1.563,13.937,0.13
Indonesia,1970,1.4,12.152,-0.163
Indonesia,1971,1.612,13.62,0.212
Indonesia,1972,1.457,11.993,-0.155
Indonesia,1973,1.213,9.727,-0.244
Indonesia,1974,1.27,9.926,0.057
Indonesia,1975,1.677,12.781,0.407
Indonesia,1976,1.571,11.68,-0.106
Indonesia,1977,1.881,13.641,0.309
Indonesia,1978,2.149,15.216,0.269
Indonesia,1979,2.271,15.698,0.122
Indonesia,1980,3.893,26.273,1.622
Indonesia,1981,2.741,18.072,-1.152
Indonesia,1982,4.043,26.048,1.302
Indonesia,1983,4.455,28.053,0.411
Indonesia,1984,10.074,62.058,5.62
Indonesia,1985,13.706,82.671,3.632
Indonesia,1986,17.75,104.943,4.043
Indonesia,1987,20.765,120.431,3.015
Indonesia,1988,30.77,175.136,10.006
Indonesia,1989,59.622,333.178,28.852
Indonesia,1990,73.534,403.677,13.912
Indonesia,1991,94.847,511.686,21.313
Indonesia,1992,153.235,812.667,58.388
Indonesia,1993,189.008,985.767,35.773
Indonesia,1994,225.261,1155.609,36.253
Indonesia,1995,286.733,1447.124,61.472
Indonesia,1996,345.053,1713.496,58.32
Indonesia,1997,375.687,1835.949,30.633
Indonesia,1998,426.468,2051.752,50.781
Indonesia,1999,504.936,2393.096,78.468
Indonesia,2000,527.964,2466.285,23.028
Indonesia,2001,634.188,2921.014,106.225
Indonesia,2002,708.124,3217.062,73.936
Indonesia,2003,783.158,3510.657,75.034
Indonesia,2004,907.421,4016.229,124.263
Indonesia,2005,1047.984,4580.247,140.563
Indonesia,2006,1308.174,5643.61,260.19
Indonesia,2007,1472.884,6271.372,164.709
Indonesia,2008,1644.72,6912.432,171.837
Indonesia,2009,1721.62,7144.208,76.9
Indonesia,2010,1759.687,7211.354,38.067
Indonesia,2011,2203.633,8917.99,443.945
Indonesia,2012,2376.853,9498.951,173.22
Indonesia,2013,2901.099,11454.301,524.246
Indonesia,2014,2820.678,11008.395,-80.42
Indonesia,2015,2829.951,10922.573,9.273
Indonesia,2016,2742.306,10472.808,-87.645
Indonesia,2017,2691.093,10174.31,-51.213
Indonesia,2018,3178.207,11900.419,487.114
Indonesia,2019,3566.628,13230.173,388.421
Indonesia,2020,3271.493,12033.832,-295.135
Indonesia,2021,3522.277,12866.615,250.783
Indonesia,2022,3875.839,14068.312,353.562
Iraq,1980,0.0,0.0,
Iraq,1981,0.0,0.0,0.0
Iraq,1982,0.0,0.0,0.0
Iraq,1983,0.0,0.0,0.0
Iraq,1984,0.0,0.0,0.0
Iraq,1985,0.0,0.0,0.0
Iraq,1986,0.0,0.0,0.0
Iraq,1987,0.0,0.0,0.0
Iraq,1988,0.0,0.0,0.0
Iraq,1989,0.0,0.0,0.0
Iraq,1990,0.0,0.0,0.0
Iraq,1991,0.0,0.0,0.0
Iraq,1992,0.0,0.0,0.0
Iraq,1993,0.0,0.0,0.0
Iraq,1994,0.0,0.0,0.0
Iraq,1995,0.0,0.0,0.0
Iraq,1996,0.0,0.0,0.0
Iraq,1997,0.0,0.0,0.0
Iraq,1998,0.0,0.0,0.0
Iraq,1999,0.0,0.0,0.0
Iraq,2000,0.0,0.0,0.0
Iraq,2001,0.0,0.0,0.0
Iraq,2002,0.0,0.0,0.0
Iraq,2003,0.0,0.0,0.0
Iraq,2004,0.0,0.0,0.0
Iraq,2005,0.0,0.0,0.0
Iraq,2006,0.0,0.0,0.0
Iraq,2007,0.0,0.0,0.0
Iraq,2008,0.0,0.0,0.0
Iraq,2009,0.0,0.0,0.0
Iraq,2010,0.0,0.0,0.0
Iraq,2011,0.0,0.0,0.0
Iraq,2012,0.0,0.0,0.0
Iraq,2013,0.0,0.0,0.0
Iraq,2014,0.0,0.0,0.0
Iraq,2015,0.0,0.0,0.0
Iraq,2016,0.0,0.0,0.0
Ireland,1900,0.0,0.0,
Ireland,1901,0.0,0.0,0.0
Ireland,1902,0.0,0.0,0.0
Ireland,1903,0.0,0.0,0.0
Ireland,1904,0.0,0.0,0.0
Ireland,1905,0.0,0.0,0.0
Ireland,1906,0.0,0.0,0.0
Ireland,1907,0.0,0.0,0.0
Ireland,1908,0.0,0.0,0.0
Ireland,1909,0.0,0.0,0.0
Ireland,1910,0.659,152.482,0.659
Ireland,1911,0.0,0.0,-0.659
Ireland,1912,0.0,0.0,0.0
Ireland,1913,0.684,158.636,0.684
Ireland,1914,0.765,177.663,0.081
Ireland,1915,0.7,162.672,-0.065
Ireland,1916,0.741,172.267,0.041
Ireland,1917,0.79,183.771,0.049
Ireland,1918,0.757,176.29,-0.033
Ireland,1919,0.765,179.667,0.008
Ireland,1920,0.896,213.618,0.13
Ireland,1921,0.733,178.948,-0.163
Ireland,1922,0.0,0.0,-0.733
Ireland,1923,0.0,0.0,0.0
Ireland,1924,0.0,0.0,0.0
Ireland,1925,0.0,0.0,0.0
Ireland,1926,0.651,192.539,0.651
Ireland,1927,0.0,0.0,-0.651
Ireland,1928,0.0,0.0,0.0
Ireland,1929,0.708,234.188,0.708
Ireland,1930,0.0,0.0,-0.708
Ireland,1931,0.757,260.497,0.757
Ireland,1932,0.668,231.357,-0.09
Ireland,1933,0.871,301.575,0.204
Ireland,1934,0.92,318.15,0.049
Ireland,1935,0.936,323.44,0.016
Ireland,1936,1.034,356.814,0.098
Ireland,1937,1.042,359.245,0.008
Ireland,1938,0.977,336.438,-0.065
Ireland,1939,0.977,336.143,0.0
Ireland,1940,0.961,330.309,-0.016
Ireland,1941,1.262,433.654,0.301
Ireland,1942,1.36,467.066,0.098
Ireland,1943,1.514,520.117,0.155
Ireland,1944,1.677,575.946,0.163
Ireland,1945,1.758,603.802,0.081
Ireland,1946,1.75,600.905,-0.008
Ireland,1947,1.799,617.57,0.049
Ireland,1948,1.4,480.561,-0.399
Ireland,1949,1.05,360.697,-0.35
Ireland,1950,1.4,481.748,0.35
Ireland,1951,1.457,498.25,0.057
Ireland,1952,1.351,461.328,-0.106
Ireland,1953,1.36,466.071,0.008
Ireland,1954,1.669,574.933,0.309
Ireland,1955,1.636,566.919,-0.033
Ireland,1956,1.954,680.862,0.317
Ireland,1957,1.962,687.372,0.008
Ireland,1958,1.954,688.271,-0.008
Ireland,1959,1.897,671.815,-0.057
Ireland,1960,1.693,602.377,-0.204
Ireland,1961,1.636,582.948,-0.057
Ireland,1962,1.693,601.95,0.057
Ireland,1963,1.897,671.667,0.204
Ireland,1964,1.881,662.771,-0.016
Ireland,1965,1.449,508.027,-0.431
Ireland,1966,1.661,579.267,0.212
Ireland,1967,1.457,505.504,-0.204
Ireland,1968,1.351,466.058,-0.106
Ireland,1969,1.254,429.767,-0.098
Ireland,1970,1.27,432.317,0.016
Ireland,1971,0.733,246.747,-0.537
Ireland,1972,0.668,221.487,-0.065
Ireland,1973,0.521,170.157,-0.147
Ireland,1974,0.554,177.997,0.033
Ireland,1975,0.464,146.944,-0.09
Ireland,1976,0.472,147.291,0.008
Ireland,1977,0.44,135.072,-0.033
Ireland,1978,0.171,51.719,-0.269
Ireland,1979,0.513,153.013,0.342
Ireland,1980,0.481,141.686,-0.032
Ireland,1981,0.553,161.347,0.072
Ireland,1982,0.497,143.87,-0.056
Ireland,1983,0.601,172.95,0.104
Ireland,1984,0.561,160.586,-0.04
Ireland,1985,0.456,130.21,-0.104
Ireland,1986,0.432,123.009,-0.024
Ireland,1987,0.36,102.565,-0.072
Ireland,1988,0.36,103.025,0.0
Ireland,1989,0.344,98.862,-0.016
Ireland,1990,0.2,57.444,-0.144
Ireland,1991,0.008,2.285,-0.192
Ireland,1992,0.008,2.145,-0.0
Ireland,1993,0.008,2.151,0.0
Ireland,1994,0.007,2.044,-0.0
Ireland,1995,0.007,2.032,0.0
Ireland,1996,0.0,0.0,-0.007
Ireland,1997,0.0,0.0,0.0
Ireland,1998,0.0,0.0,0.0
Ireland,1999,0.0,0.0,0.0
Ireland,2000,0.0,0.0,0.0
Ireland,2001,0.0,0.0,0.0
Ireland,2002,0.0,0.0,0.0
Ireland,2003,0.0,0.0,0.0
Ireland,2004,0.0,0.0,0.0
Ireland,2005,0.0,0.0,0.0
Ireland,2006,0.0,0.0,0.0
Ireland,2007,0.0,0.0,0.0
Ireland,2008,0.0,0.0,0.0
Ireland,2009,0.0,0.0,0.0
Ireland,2010,0.0,0.0,0.0
Ireland,2011,0.0,0.0,0.0
Ireland,2012,0.0,0.0,0.0
Ireland,2013,0.0,0.0,0.0
Ireland,2014,0.0,0.0,0.0
Ireland,2015,0.0,0.0,0.0
Ireland,2016,0.0,0.0,0.0
Israel,1980,0.0,0.0,
Israel,1981,0.0,0.0,0.0
Israel,1982,0.0,0.0,0.0
Israel,1983,0.0,0.0,0.0
Israel,1984,0.0,0.0,0.0
Israel,1985,0.0,0.0,0.0
Israel,1986,0.0,0.0,0.0
Israel,1987,0.0,0.0,0.0
Israel,1988,0.0,0.0,0.0
Israel,1989,0.0,0.0,0.0
Israel,1990,0.0,0.0,0.0
Israel,1991,0.0,0.0,0.0
Israel,1992,0.0,0.0,0.0
Israel,1993,0.0,0.0,0.0
Israel,1994,0.0,0.0,0.0
Israel,1995,0.0,0.0,0.0
Israel,1996,0.0,0.0,0.0
Israel,1997,0.0,0.0,0.0
Israel,1998,0.0,0.0,0.0
Israel,1999,0.0,0.0,0.0
Israel,2000,0.0,0.0,0.0
Israel,2001,0.0,0.0,0.0
Israel,2002,0.0,0.0,0.0
Israel,2003,0.0,0.0,0.0
Israel,2004,0.0,0.0,0.0
Israel,2005,0.0,0.0,0.0
Israel,2006,0.0,0.0,0.0
Israel,2007,0.0,0.0,0.0
Israel,2008,0.0,0.0,0.0
Israel,2009,0.0,0.0,0.0
Israel,2010,0.0,0.0,0.0
Israel,2011,0.0,0.0,0.0
Israel,2012,0.0,0.0,0.0
Israel,2013,0.0,0.0,0.0
Israel,2014,0.0,0.0,0.0
Israel,2015,0.0,0.0,0.0
Israel,2016,0.0,0.0,0.0
Italy,1900,1.17,35.112,
Italy,1901,1.039,30.94,-0.132
Italy,1902,1.021,30.178,-0.018
Italy,1903,0.863,25.313,-0.158
Italy,1904,0.664,19.318,-0.199
Italy,1905,1.018,29.389,0.354
Italy,1906,1.176,33.669,0.158
Italy,1907,1.133,32.177,-0.043
Italy,1908,1.179,33.223,0.046
Italy,1909,1.365,38.183,0.185
Italy,1910,1.387,38.603,0.023
Italy,1911,1.378,38.164,-0.01
Italy,1912,1.63,45.021,0.253
Italy,1913,1.708,47.059,0.077
Italy,1914,1.905,52.397,0.197
Italy,1915,2.363,64.855,0.458
Italy,1916,3.283,89.932,0.92
Italy,1917,4.406,120.469,1.124
Italy,1918,5.422,147.908,1.016
Italy,1919,2.934,79.738,-2.489
Italy,1920,5.07,137.156,2.137
Italy,1921,3.437,92.406,-1.633
Italy,1922,3.419,91.232,-0.018
Italy,1923,3.755,99.337,0.336
Italy,1924,3.277,85.949,-0.478
Italy,1925,4.24,110.248,0.963
Italy,1926,4.608,118.771,0.368
Italy,1927,1.437,36.714,-3.171
Italy,1928,2.759,69.88,1.322
Italy,1929,3.725,93.541,0.966
Italy,1930,3.29,81.921,-0.435
Italy,1931,2.811,69.411,-0.479
Italy,1932,2.995,73.333,0.184
Italy,1933,3.655,88.754,0.66
Italy,1934,4.473,107.714,0.818
Italy,1935,5.567,132.932,1.094
Italy,1936,9.723,230.241,4.156
Italy,1937,12.94,303.871,3.217
Italy,1938,15.313,356.622,2.374
Italy,1939,21.381,494.009,6.067
Italy,1940,26.895,616.819,5.514
Italy,1941,27.401,624.072,0.506
Italy,1942,29.16,659.848,1.76
Italy,1943,16.705,375.721,-12.456
Italy,1944,7.302,163.242,-9.403
Italy,1945,9.77,217.096,2.468
Italy,1946,13.433,296.709,3.664
Italy,1947,15.548,341.35,2.115
Italy,1948,10.118,220.794,-5.43
Italy,1949,11.092,240.571,0.974
Italy,1950,10.298,221.97,-0.794
Italy,1951,11.644,249.06,1.346
Italy,1952,10.945,232.798,-0.698
Italy,1953,11.056,233.182,0.11
Italy,1954,10.314,215.615,-0.742
Italy,1955,10.262,213.204,-0.052
Italy,1956,9.753,201.492,-0.509
Italy,1957,9.297,191.06,-0.456
Italy,1958,7.92,161.867,-1.377
Italy,1959,8.996,182.748,1.075
Italy,1960,7.936,160.263,-1.06
Italy,1961,9.759,195.912,1.823
Italy,1962,9.972,198.795,0.213
Italy,1963,8.101,160.246,-1.871
Italy,1964,6.768,132.704,-1.334
Italy,1965,5.82,113.106,-0.948
Italy,1966,6.026,116.156,0.207
Italy,1967,8.704,166.449,2.678
Italy,1968,7.187,136.48,-1.517
Italy,1969,7.18,135.464,-0.007
Italy,1970,5.998,112.482,-1.182
Italy,1971,7.463,139.138,1.465
Italy,1972,4.644,86.001,-2.819
Italy,1973,5.285,97.193,0.642
Italy,1974,4.788,87.449,-0.497
Italy,1975,5.015,91.02,0.227
Italy,1976,4.953,89.42,-0.062
Italy,1977,4.504,80.939,-0.449
Italy,1978,4.555,81.511,0.05
Italy,1979,3.443,61.401,-1.112
Italy,1980,10.006,177.637,6.563
Italy,1981,9.446,167.088,-0.56
Italy,1982,14.823,261.948,5.377
Italy,1983,13.617,240.542,-1.206
Italy,1984,13.842,244.474,0.226
Italy,1985,14.721,259.928,0.879
Italy,1986,8.069,142.459,-6.653
Italy,1987,7.571,133.654,-0.498
Italy,1988,8.092,142.791,0.521
Italy,1989,8.357,147.354,0.265
Italy,1990,7.89,139.011,-0.467
Italy,1991,7.477,131.657,-0.412
Italy,1992,6.419,112.948,-1.058
Italy,1993,4.902,86.196,-1.517
Italy,1994,2.077,36.522,-2.824
Italy,1995,1.338,23.527,-0.739
Italy,1996,1.066,18.735,-0.272
Italy,1997,1.681,29.524,0.615
Italy,1998,1.471,25.827,-0.21
Italy,1999,0.895,15.713,-0.576
Italy,2000,0.109,1.912,-0.786
Italy,2001,1.082,18.976,0.973
Italy,2002,1.268,22.209,0.187
Italy,2003,1.945,33.874,0.677
Italy,2004,0.763,13.179,-1.183
Italy,2005,0.739,12.701,-0.023
Italy,2006,0.163,2.796,-0.576
Italy,2007,1.229,20.915,1.066
Italy,2008,0.91,15.371,-0.319
Italy,2009,0.56,9.406,-0.35
Italy,2010,0.786,13.137,0.226
Italy,2011,0.716,11.925,-0.07
Italy,2012,0.622,10.342,-0.093
Italy,2013,0.568,9.418,-0.054
Italy,2014,0.669,11.093,0.101
Italy,2015,0.63,10.464,-0.039
Italy,2016,0.0,0.0,-0.63
Jamaica,1980,0.0,0.0,
Jamaica,1981,0.0,0.0,0.0
Jamaica,1982,0.0,0.0,0.0
Jamaica,1983,0.0,0.0,0.0
Jamaica,1984,0.0,0.0,0.0
Jamaica,1985,0.0,0.0,0.0
Jamaica,1986,0.0,0.0,0.0
Jamaica,1987,0.0,0.0,0.0
Jamaica,1988,0.0,0.0,0.0
Jamaica,1989,0.0,0.0,0.0
Jamaica,1990,0.0,0.0,0.0
Jamaica,1991,0.0,0.0,0.0
Jamaica,1992,0.0,0.0,0.0
Jamaica,1993,0.0,0.0,0.0
Jamaica,1994,0.0,0.0,0.0
Jamaica,1995,0.0,0.0,0.0
Jamaica,1996,0.0,0.0,0.0
Jamaica,1997,0.0,0.0,0.0
Jamaica,1998,0.0,0.0,0.0
Jamaica,1999,0.0,0.0,0.0
Jamaica,2000,0.0,0.0,0.0
Jamaica,2001,0.0,0.0,0.0
Jamaica,2002,0.0,0.0,0.0
Jamaica,2003,0.0,0.0,0.0
Jamaica,2004,0.0,0.0,0.0
Jamaica,2005,0.0,0.0,0.0
Jamaica,2006,0.0,0.0,0.0
Jamaica,2007,0.0,0.0,0.0
Jamaica,2008,0.0,0.0,0.0
Jamaica,2009,0.0,0.0,0.0
Jamaica,2010,0.0,0.0,0.0
Jamaica,2011,0.0,0.0,0.0
Jamaica,2012,0.0,0.0,0.0
Jamaica,2013,0.0,0.0,0.0
Jamaica,2014,0.0,0.0,0.0
Jamaica,2015,0.0,0.0,0.0
Jamaica,2016,0.0,0.0,0.0
Japan,1900,57.462,1293.715,
Japan,1901,69.221,1541.549,11.759
Japan,1902,74.553,1641.622,5.332
Japan,1903,77.546,1687.685,2.994
Japan,1904,82.413,1772.751,4.867
Japan,1905,88.698,1885.749,6.284
Japan,1906,99.785,2096.803,11.087
Japan,1907,106.107,2203.733,6.322
Japan,1908,113.974,2339.583,7.866
Japan,1909,115.728,2347.777,1.754
Japan,1910,120.587,2417.53,4.86
Japan,1911,135.557,2685.393,14.969
Japan,1912,150.986,2955.325,15.429
Japan,1913,163.824,3168.079,12.838
Japan,1914,171.334,3273.487,7.51
Japan,1915,157.494,2972.899,-13.84
Japan,1916,176.017,3282.624,18.524
Japan,1917,202.676,3734.368,26.659
Japan,1918,215.528,3923.897,12.852
Japan,1919,240.449,4323.708,24.921
Japan,1920,224.872,3992.171,-15.578
Japan,1921,201.586,3531.829,-23.286
Japan,1922,213.0,3681.397,11.415
Japan,1923,222.528,3792.619,9.528
Japan,1924,231.514,3890.928,8.986
Japan,1925,241.836,4007.91,10.322
Japan,1926,241.569,3947.845,-0.267
Japan,1927,257.761,4153.921,16.192
Japan,1928,260.202,4134.983,2.441
Japan,1929,263.231,4126.009,3.03
Japan,1930,241.091,3728.279,-22.14
Japan,1931,215.058,3281.873,-26.033
Japan,1932,215.538,3246.613,0.48
Japan,1933,249.865,3715.823,34.327
Japan,1934,275.984,4052.075,26.12
Japan,1935,290.037,4204.25,14.052
Japan,1936,321.043,4594.534,31.006
Japan,1937,347.585,4911.14,26.542
Japan,1938,373.929,5216.186,26.344
Japan,1939,392.678,5406.917,18.749
Japan,1940,432.815,5881.279,40.137
Japan,1941,434.201,5821.372,1.386
Japan,1942,415.124,5490.186,-19.077
Japan,1943,429.736,5605.265,14.612
Japan,1944,412.431,5305.568,-17.304
Japan,1945,233.68,2964.748,-178.751
Japan,1946,163.207,2042.168,-70.473
Japan,1947,216.878,2676.413,53.671
Japan,1948,265.694,3233.736,48.816
Japan,1949,296.113,3556.052,30.419
Japan,1950,298.549,3539.283,2.437
Japan,1951,336.098,3922.548,37.548
Japan,1952,336.824,3875.02,0.726
Japan,1953,361.02,4099.833,24.196
Japan,1954,331.65,3722.514,-29.37
Japan,1955,329.182,3653.916,-2.468
Japan,1956,361.381,3970.279,32.199
Japan,1957,401.399,4370.746,40.018
Japan,1958,385.393,4158.713,-16.006
Japan,1959,366.552,3917.16,-18.841
Japan,1960,395.617,4187.98,29.065
Japan,1961,421.567,4421.0,25.95
Japan,1962,420.382,4366.798,-1.184
Japan,1963,401.845,4132.221,-18.538
Japan,1964,392.629,3993.407,-9.216
Japan,1965,381.608,3836.465,-11.021
Japan,1966,395.194,3933.577,13.586
Japan,1967,365.308,3598.102,-29.887
Japan,1968,358.211,3483.892,-7.096
Japan,1969,343.576,3300.375,-14.635
Japan,1970,305.097,2894.197,-38.479
Japan,1971,256.88,2405.484,-48.217
Japan,1972,215.867,1994.698,-41.013
Japan,1973,172.211,1570.132,-43.656
Japan,1974,156.214,1406.07,-15.997
Japan,1975,145.941,1298.274,-10.273
Japan,1976,141.293,1243.503,-4.648
Japan,1977,140.153,1221.252,-1.14
Japan,1978,145.821,1259.142,5.668
Japan,1979,135.443,1159.961,-10.377
Japan,1980,123.098,1046.536,-12.346
Japan,1981,113.175,955.982,-9.923
Japan,1982,114.608,962.303,1.434
Japan,1983,111.029,926.835,-3.579
Japan,1984,108.361,899.477,-2.668
Japan,1985,106.603,880.155,-1.757
Japan,1986,104.195,856.094,-2.408
Japan,1987,84.931,694.627,-19.264
Japan,1988,73.087,595.175,-11.845
Japan,1989,66.318,537.987,-6.768
Japan,1990,53.757,434.626,-12.561
Japan,1991,52.391,422.253,-1.367
Japan,1992,49.462,397.461,-2.929
Japan,1993,46.989,376.575,-2.473
Japan,1994,45.101,360.468,-1.887
Japan,1995,40.741,324.8,-4.36
Japan,1996,42.173,335.434,1.432
Japan,1997,27.79,220.505,-14.383
Japan,1998,23.82,188.585,-3.97
Japan,1999,25.447,201.073,1.627
Japan,2000,18.878,148.876,-6.569
Japan,2001,19.3,151.892,0.422
Japan,2002,8.26,64.882,-11.041
Japan,2003,8.069,63.288,-0.19
Japan,2004,8.073,63.233,0.004
Japan,2005,6.716,52.554,-1.357
Japan,2006,8.202,64.126,1.486
Japan,2007,8.585,67.063,0.383
Japan,2008,7.405,57.816,-1.18
Japan,2009,7.724,60.29,0.319
Japan,2010,5.531,43.174,-2.193
Japan,2011,7.669,59.91,2.138
Japan,2012,7.968,62.319,0.299
Japan,2013,8.158,63.896,0.19
Japan,2014,8.862,69.521,0.704
Japan,2015,7.936,62.363,-0.927
Japan,2016,9.085,71.542,1.15
Japan,2017,9.411,74.302,0.326
Japan,2018,6.715,53.185,-2.696
Japan,2019,4.893,38.898,-1.822
Japan,2020,4.981,39.772,0.088
Japan,2021,4.547,36.492,-0.434
Japan,2022,4.699,37.906,0.151
Jordan,1980,0.0,0.0,
Jordan,1981,0.0,0.0,0.0
Jordan,1982,0.0,0.0,0.0
Jordan,1983,0.0,0.0,0.0
Jordan,1984,0.0,0.0,0.0
Jordan,1985,0.0,0.0,0.0
Jordan,1986,0.0,0.0,0.0
Jordan,1987,0.0,0.0,0.0
Jordan,1988,0.0,0.0,0.0
Jordan,1989,0.0,0.0,0.0
Jordan,1990,0.0,0.0,0.0
Jordan,1991,0.0,0.0,0.0
Jordan,1992,0.0,0.0,0.0
Jordan,1993,0.0,0.0,0.0
Jordan,1994,0.0,0.0,0.0
Jordan,1995,0.0,0.0,0.0
Jordan,1996,0.0,0.0,0.0
Jordan,1997,0.0,0.0,0.0
Jordan,1998,0.0,0.0,0.0
Jordan,1999,0.0,0.0,0.0
Jordan,2000,0.0,0.0,0.0
Jordan,2001,0.0,0.0,0.0
Jordan,2002,0.0,0.0,0.0
Jordan,2003,0.0,0.0,0.0
Jordan,2004,0.0,0.0,0.0
Jordan,2005,0.0,0.0,0.0
Jordan,2006,0.0,0.0,0.0
Jordan,2007,0.0,0.0,0.0
Jordan,2008,0.0,0.0,0.0
Jordan,2009,0.0,0.0,0.0
Jordan,2010,0.0,0.0,0.0
Jordan,2011,0.0,0.0,0.0
Jordan,2012,0.0,0.0,0.0
Jordan,2013,0.0,0.0,0.0
Jordan,2014,0.0,0.0,0.0
Jordan,2015,0.0,0.0,0.0
Jordan,2016,0.0,0.0,0.0
Kazakhstan,1985,666.059,43213.23,
Kazakhstan,1986,699.672,44504.727,33.613
Kazakhstan,1987,722.76,44968.785,23.088
Kazakhstan,1988,725.016,44126.008,2.257
Kazakhstan,1989,699.644,41882.32,-25.372
Kazakhstan,1990,663.758,39353.461,-35.886
Kazakhstan,1991,657.506,38690.953,-6.252
Kazakhstan,1992,637.492,37404.016,-20.014
Kazakhstan,1993,561.884,33091.512,-75.608
Kazakhstan,1994,524.653,31327.904,-37.231
Kazakhstan,1995,417.734,25418.367,-106.92
Kazakhstan,1996,385.178,23858.537,-32.556
Kazakhstan,1997,365.839,23124.488,-19.339
Kazakhstan,1998,352.538,22782.23,-13.301
Kazakhstan,1999,294.386,19296.102,-58.152
Kazakhstan,2000,377.232,24758.834,82.846
Kazakhstan,2001,398.239,26060.559,21.007
Kazakhstan,2002,370.432,24149.76,-27.807
Kazakhstan,2003,425.064,27571.664,54.632
Kazakhstan,2004,435.734,28072.158,10.669
Kazakhstan,2005,433.281,27674.6,-2.453
Kazakhstan,2006,481.791,30449.24,48.51
Kazakhstan,2007,490.805,30663.559,9.014
Kazakhstan,2008,557.575,34425.609,66.77
Kazakhstan,2009,504.957,30785.611,-52.618
Kazakhstan,2010,552.401,33221.438,47.444
Kazakhstan,2011,578.607,34308.301,26.206
Kazakhstan,2012,600.489,35110.41,21.882
Kazakhstan,2013,597.506,34446.859,-2.983
Kazakhstan,2014,580.801,33014.492,-16.705
Kazakhstan,2015,458.877,25727.684,-121.924
Kazakhstan,2016,425.614,23542.461,-33.263
Kazakhstan,2017,463.347,25299.031,37.734
Kazakhstan,2018,489.696,26415.66,26.349
Kazakhstan,2019,472.783,25209.35,-16.913
Kazakhstan,2020,485.08,25558.463,12.298
Kazakhstan,2021,494.616,25765.994,9.536
Kazakhstan,2022,502.123,25885.283,7.507
Kenya,1980,0.0,0.0,
Kenya,1981,0.0,0.0,0.0
Kenya,1982,0.0,0.0,0.0
Kenya,1983,0.0,0.0,0.0
Kenya,1984,0.0,0.0,0.0
Kenya,1985,0.0,0.0,0.0
Kenya,1986,0.0,0.0,0.0
Kenya,1987,0.0,0.0,0.0
Kenya,1988,0.0,0.0,0.0
Kenya,1989,0.0,0.0,0.0
Kenya,1990,0.0,0.0,0.0
Kenya,1991,0.0,0.0,0.0
Kenya,1992,0.0,0.0,0.0
Kenya,1993,0.0,0.0,0.0
Kenya,1994,0.0,0.0,0.0
Kenya,1995,0.0,0.0,0.0
Kenya,1996,0.0,0.0,0.0
Kenya,1997,0.0,0.0,0.0
Kenya,1998,0.0,0.0,0.0
Kenya,1999,0.0,0.0,0.0
Kenya,2000,0.0,0.0,0.0
Kenya,2001,0.0,0.0,0.0
Kenya,2002,0.0,0.0,0.0
Kenya,2003,0.0,0.0,0.0
Kenya,2004,0.0,0.0,0.0
Kenya,2005,0.0,0.0,0.0
Kenya,2006,0.0,0.0,0.0
Kenya,2007,0.0,0.0,0.0
Kenya,2008,0.0,0.0,0.0
Kenya,2009,0.0,0.0,0.0
Kenya,2010,0.0,0.0,0.0
Kenya,2011,0.0,0.0,0.0
Kenya,2012,0.0,0.0,0.0
Kenya,2013,0.0,0.0,0.0
Kenya,2014,0.0,0.0,0.0
Kenya,2015,0.0,0.0,0.0
Kenya,2016,0.0,0.0,0.0
Kiribati,1980,0.0,0.0,
Kiribati,1981,0.0,0.0,0.0
Kiribati,1982,0.0,0.0,0.0
Kiribati,1983,0.0,0.0,0.0
Kiribati,1984,0.0,0.0,0.0
Kiribati,1985,0.0,0.0,0.0
Kiribati,1986,0.0,0.0,0.0
Kiribati,1987,0.0,0.0,0.0
Kiribati,1988,0.0,0.0,0.0
Kiribati,1989,0.0,0.0,0.0
Kiribati,1990,0.0,0.0,0.0
Kiribati,1991,0.0,0.0,0.0
Kiribati,1992,0.0,0.0,0.0
Kiribati,1993,0.0,0.0,0.0
Kiribati,1994,0.0,0.0,0.0
Kiribati,1995,0.0,0.0,0.0
Kiribati,1996,0.0,0.0,0.0
Kiribati,1997,0.0,0.0,0.0
Kiribati,1998,0.0,0.0,0.0
Kiribati,1999,0.0,0.0,0.0
Kiribati,2000,0.0,0.0,0.0
Kiribati,2001,0.0,0.0,0.0
Kiribati,2002,0.0,0.0,0.0
